id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,cabang_pelayanan,jenis_pkb,jumlah_pendapatan,satuan,tahun
486,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,PKB DENDA,1156084300,RUPIAH,2020
487,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,PKB POKOK,224603672375,RUPIAH,2020
488,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,PKB DENDA,1217076175,RUPIAH,2020
489,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,PKB POKOK,125255834400,RUPIAH,2020
490,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,PKB DENDA,809833750,RUPIAH,2020
491,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,PKB POKOK,87135924275,RUPIAH,2020
492,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,PKB DENDA,462207400,RUPIAH,2020
493,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,PKB POKOK,81798013500,RUPIAH,2020
494,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,PKB DENDA,419143100,RUPIAH,2020
495,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,PKB POKOK,26926803450,RUPIAH,2020
496,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,PKB DENDA,151934300,RUPIAH,2020
497,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,PKB POKOK,102031451300,RUPIAH,2020
498,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,PKB DENDA,644334000,RUPIAH,2020
499,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,PKB POKOK,164456303500,RUPIAH,2020
500,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,PKB DENDA,961428200,RUPIAH,2020
501,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,PKB POKOK,65547421717,RUPIAH,2020
502,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,PKB DENDA,484773500,RUPIAH,2020
503,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,PKB POKOK,107713956600,RUPIAH,2020
504,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,PKB DENDA,651057200,RUPIAH,2020
505,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,PKB POKOK,89785688300,RUPIAH,2020
506,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,PKB DENDA,523522400,RUPIAH,2020
507,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,PKB POKOK,117345834300,RUPIAH,2020
508,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,PKB DENDA,791277400,RUPIAH,2020
509,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,PKB POKOK,45661394400,RUPIAH,2020
510,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,PKB DENDA,324117300,RUPIAH,2020
511,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,PKB POKOK,134255618350,RUPIAH,2020
512,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,PKB DENDA,877275200,RUPIAH,2020
513,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,PKB POKOK,111649479200,RUPIAH,2020
514,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,PKB DENDA,885113700,RUPIAH,2020
515,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,PKB POKOK,336207200150,RUPIAH,2020
516,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,PKB DENDA,2367445800,RUPIAH,2020
517,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,PKB POKOK,772674066900,RUPIAH,2020
518,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,PKB DENDA,5803318820,RUPIAH,2020
519,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,PKB POKOK,254824821100,RUPIAH,2020
520,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,PKB DENDA,1518947600,RUPIAH,2020
521,32,JAWA BARAT,3271,KOTA BOGOR, KOTA BOGOR,PKB POKOK,283573337700,RUPIAH,2020
522,32,JAWA BARAT,3271,KOTA BOGOR, KOTA BOGOR,PKB DENDA,1743248700,RUPIAH,2020
523,32,JAWA BARAT,3272,KOTA SUKABUMI, KOTA SUKABUMI,PKB POKOK,58520244000,RUPIAH,2020
524,32,JAWA BARAT,3272,KOTA SUKABUMI, KOTA SUKABUMI,PKB DENDA,381102300,RUPIAH,2020
525,32,JAWA BARAT,3273,KOTA BANDUNG, KOTA BANDUNG I PJJRN,PKB POKOK,413542928500,RUPIAH,2020
526,32,JAWA BARAT,3273,KOTA BANDUNG, KOTA BANDUNG I PJJRN,PKB DENDA,1978673200,RUPIAH,2020
527,32,JAWA BARAT,3273,KOTA BANDUNG, KOTA BANDUNG II KWLYN,PKB POKOK,420454525950,RUPIAH,2020
528,32,JAWA BARAT,3273,KOTA BANDUNG, KOTA BANDUNG II KWLYN,PKB DENDA,2165487100,RUPIAH,2020
529,32,JAWA BARAT,3273,KOTA BANDUNG, KOTA BANDUNG III SOETA,PKB POKOK,382450791725,RUPIAH,2020
530,32,JAWA BARAT,3273,KOTA BANDUNG, KOTA BANDUNG III SOETA,PKB DENDA,1924430900,RUPIAH,2020
531,32,JAWA BARAT,3274,KOTA CIREBON, KOTA CIREBON,PKB POKOK,107208702100,RUPIAH,2020
532,32,JAWA BARAT,3274,KOTA CIREBON, KOTA CIREBON,PKB DENDA,591351000,RUPIAH,2020
533,32,JAWA BARAT,3275,KOTA BEKASI, KOTA BEKASI,PKB POKOK,1046676391950,RUPIAH,2020
534,32,JAWA BARAT,3275,KOTA BEKASI, KOTA BEKASI,PKB DENDA,8256608000,RUPIAH,2020
535,32,JAWA BARAT,3276,KOTA DEPOK, KOTA DEPOK I,PKB POKOK,415521517150,RUPIAH,2020
536,32,JAWA BARAT,3276,KOTA DEPOK, KOTA DEPOK I,PKB DENDA,3164635700,RUPIAH,2020
537,32,JAWA BARAT,3276,KOTA DEPOK, KOTA DEPOK II CINERE,PKB POKOK,216778018900,RUPIAH,2020
538,32,JAWA BARAT,3276,KOTA DEPOK, KOTA DEPOK II CINERE,PKB DENDA,1847225900,RUPIAH,2020
539,32,JAWA BARAT,3277,KOTA CIMAHI, KOTA CIMAHI,PKB POKOK,151636942000,RUPIAH,2020
540,32,JAWA BARAT,3277,KOTA CIMAHI, KOTA CIMAHI,PKB DENDA,826676000,RUPIAH,2020
541,32,JAWA BARAT,3278,KOTA TASIKMALAYA, KOTA TASIKMALAYA,PKB POKOK,95449422700,RUPIAH,2020
542,32,JAWA BARAT,3278,KOTA TASIKMALAYA, KOTA TASIKMALAYA,PKB DENDA,502789500,RUPIAH,2020
543,32,JAWA BARAT,3279,KOTA BANJAR, KOTA BANJAR,PKB POKOK,20290592600,RUPIAH,2020
544,32,JAWA BARAT,3279,KOTA BANJAR, KOTA BANJAR,PKB DENDA,88437100,RUPIAH,2020
545,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),PKB POKOK,696677529500,RUPIAH,2021
546,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),PKB DENDA,17163178300,RUPIAH,2021
547,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,PKB POKOK,127470566700,RUPIAH,2021
548,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,PKB DENDA,3262788600,RUPIAH,2021
549,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,PKB POKOK,50799613100,RUPIAH,2021
550,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,PKB DENDA,1453970650,RUPIAH,2021
551,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,PKB POKOK,157062564550,RUPIAH,2021
552,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,PKB DENDA,3772870716,RUPIAH,2021
553,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,PKB POKOK,221294026950,RUPIAH,2021
554,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,PKB DENDA,4106805300,RUPIAH,2021
555,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,PKB POKOK,241943921250,RUPIAH,2021
556,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,PKB DENDA,4642118660,RUPIAH,2021
557,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,PKB POKOK,134657446750,RUPIAH,2021
558,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,PKB DENDA,2808133900,RUPIAH,2021
559,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,PKB POKOK,93350469700,RUPIAH,2021
560,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,PKB DENDA,1726698600,RUPIAH,2021
561,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,PKB POKOK,85837202700,RUPIAH,2021
562,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,PKB DENDA,1485374900,RUPIAH,2021
563,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,PKB POKOK,108157351900,RUPIAH,2021
564,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,PKB DENDA,2168104600,RUPIAH,2021
565,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,PKB POKOK,177646235700,RUPIAH,2021
566,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,PKB DENDA,3544057252,RUPIAH,2021
567,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,PKB POKOK,69457502550,RUPIAH,2021
568,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,PKB DENDA,1628919500,RUPIAH,2021
569,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,PKB POKOK,112923373100,RUPIAH,2021
570,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,PKB DENDA,2201599800,RUPIAH,2021
571,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,PKB POKOK,96960487150,RUPIAH,2021
572,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,PKB DENDA,1924587300,RUPIAH,2021
573,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,PKB POKOK,124865928760,RUPIAH,2021
574,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,PKB DENDA,2575570150,RUPIAH,2021
575,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,PKB POKOK,47286368850,RUPIAH,2021
576,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,PKB DENDA,1133538720,RUPIAH,2021
577,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,PKB POKOK,144342698150,RUPIAH,2021
578,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,PKB DENDA,3083555300,RUPIAH,2021
579,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,PKB POKOK,120192191700,RUPIAH,2021
580,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,PKB DENDA,2787273100,RUPIAH,2021
581,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,PKB POKOK,367815293400,RUPIAH,2021
582,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,PKB DENDA,8344983300,RUPIAH,2021
583,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,PKB POKOK,852920491250,RUPIAH,2021
584,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,PKB DENDA,21546029400,RUPIAH,2021
585,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,PKB POKOK,272140201900,RUPIAH,2021
586,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,PKB DENDA,5385789700,RUPIAH,2021
587,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,PKB POKOK,27807255800,RUPIAH,2021
588,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,PKB DENDA,480079900,RUPIAH,2021
589,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,PKB POKOK,306748000600,RUPIAH,2021
590,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,PKB DENDA,6420148300,RUPIAH,2021
591,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,PKB POKOK,62576092400,RUPIAH,2021
592,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,PKB DENDA,1343262400,RUPIAH,2021
593,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,PKB POKOK,427935692700,RUPIAH,2021
594,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,PKB DENDA,6998410580,RUPIAH,2021
595,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,PKB POKOK,431908400650,RUPIAH,2021
596,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,PKB DENDA,7542296600,RUPIAH,2021
597,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,PKB POKOK,402945408900,RUPIAH,2021
598,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,PKB DENDA,6623477700,RUPIAH,2021
599,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,PKB POKOK,112356254900,RUPIAH,2021
600,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,PKB DENDA,1986204200,RUPIAH,2021
601,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,PKB POKOK,1133416073950,RUPIAH,2021
602,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,PKB DENDA,29069022900,RUPIAH,2021
603,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,PKB POKOK,451743329400,RUPIAH,2021
604,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,PKB DENDA,11450324800,RUPIAH,2021
605,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,PKB POKOK,236833133700,RUPIAH,2021
606,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,PKB DENDA,6646495200,RUPIAH,2021
607,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,PKB POKOK,159646654400,RUPIAH,2021
608,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,PKB DENDA,2905664100,RUPIAH,2021
609,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,PKB POKOK,100957326750,RUPIAH,2021
610,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,PKB DENDA,1680497200,RUPIAH,2021
611,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,PKB POKOK,21290140300,RUPIAH,2021
612,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,PKB DENDA,329443950,RUPIAH,2021
613,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),PKB POKOK,776045300600,RUPIAH,2022
614,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),PKB DENDA,32761050200,RUPIAH,2022
615,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,PKB POKOK,140194142000,RUPIAH,2022
616,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,PKB DENDA,6211657800,RUPIAH,2022
617,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,PKB POKOK,56019496550,RUPIAH,2022
618,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,PKB DENDA,2742335350,RUPIAH,2022
619,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,PKB POKOK,173508276650,RUPIAH,2022
620,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,PKB DENDA,7167854050,RUPIAH,2022
621,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,PKB POKOK,241581976550,RUPIAH,2022
622,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,PKB DENDA,8065451500,RUPIAH,2022
623,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,PKB POKOK,265329880350,RUPIAH,2022
624,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,PKB DENDA,8892460000,RUPIAH,2022
625,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,PKB POKOK,150794600650,RUPIAH,2022
626,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,PKB DENDA,5558791050,RUPIAH,2022
627,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,PKB POKOK,101043552800,RUPIAH,2022
628,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,PKB DENDA,3184468600,RUPIAH,2022
629,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS,PKB POKOK,92259668300,RUPIAH,2022
630,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS,PKB DENDA,2775511700,RUPIAH,2022
631,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,PKB POKOK,117629168400,RUPIAH,2022
632,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,PKB DENDA,4311538900,RUPIAH,2022
633,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,PKB POKOK,195568032000,RUPIAH,2022
634,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,PKB DENDA,6851755000,RUPIAH,2022
635,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,PKB POKOK,77975654100,RUPIAH,2022
636,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,PKB DENDA,3214522310,RUPIAH,2022
637,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,PKB POKOK,125227231800,RUPIAH,2022
638,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,PKB DENDA,4565497200,RUPIAH,2022
639,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,PKB POKOK,103143169212,RUPIAH,2022
640,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,PKB DENDA,3471510684,RUPIAH,2022
641,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,PKB POKOK,139147415300,RUPIAH,2022
642,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,PKB DENDA,5321481880,RUPIAH,2022
643,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,PKB POKOK,52967463200,RUPIAH,2022
644,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,PKB DENDA,2346786850,RUPIAH,2022
645,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,PKB POKOK,157470053200,RUPIAH,2022
646,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,PKB DENDA,5960263200,RUPIAH,2022
647,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,PKB POKOK,133396604900,RUPIAH,2022
